case,seed,scenario,variant,num_particles,tof_mae_ns,tof_rmse_ns,tof_median_ae_ns,tof_p90_ae_ns,nll,outlier_bce,confidence_ece,confidence_brier,corruption_auroc,corruption_auprc,outlier_probability_brier,outlier_probability_auroc,outlier_probability_auprc,tracking_rmse_cm,tracking_mae_cm,tracking_median_cm,tracking_p90_cm,pf_runtime_ms_per_update,pf_resample_count,pf_mean_ess
1,11,los,lth_fp32,64,3.7445476055145264,5.567814350128174,2.0713422298431396,11.589266777038574,-0.5455008149147034,0.3256069645859397,0.1677200420759618,0.18809970537162723,nan,nan,0.0821387008168155,nan,nan,150.33378781575243,128.15813590500966,96.94871169124461,266.9655706783199,0.20387454999877264,24,45.70101264715195
1,11,los,lth_int8_reference,64,3.73327374458313,5.518625736236572,2.1582820415496826,11.422799110412598,-0.528925895690918,0.32897798931704636,0.16458461787551643,0.18669773118907065,nan,nan,0.08342269770647996,nan,nan,141.9543429064562,120.75380381466954,98.91553526382661,240.2616167594203,0.17329662500031873,23,45.74686588048935
1,11,los,random_compact_fp32,64,4.213075160980225,5.208512783050537,4.132183074951172,9.249248504638672,-0.3202045261859894,0.3949520478881965,0.06233767413844665,0.1157005175538084,nan,nan,0.10962410441030089,nan,nan,135.62427367421049,122.26281319912215,134.63792608905413,198.51426618963782,0.19575293749909406,21,46.363918375968936
1,11,mixed,lth_fp32,64,4.106532573699951,5.785426139831543,2.471795082092285,11.295953750610352,-0.44082266092300415,0.4150738800467236,0.14079696470871567,0.16476525574114245,0.941086406603648,0.738873106614082,0.12460409679269606,0.9531354014112635,0.7917774145240455,148.3258910426219,126.83196039066675,102.00676756693416,256.0991876921665,0.20468138749976106,23,46.63217622041702
1,11,mixed,lth_int8_reference,64,4.102615833282471,5.751217365264893,2.4742181301116943,11.2654390335083,-0.42520782351493835,0.4177024893376872,0.13949238785232107,0.16506353962943654,0.9367094927439755,0.7129344307237183,0.1255712770886427,0.949607242710691,0.7550303926948037,147.25002980368018,128.55835583753952,103.59114864801772,240.291236182353,0.17653800000090314,22,45.77440583705902
1,11,mixed,random_compact_fp32,64,4.578347682952881,5.583322525024414,4.354583740234375,9.60170841217041,-0.2767985761165619,0.4676166110131001,0.0446007695204268,0.10144620460335017,0.6320396751431234,0.18346776071611248,0.14466117589666438,0.8788443616029823,0.7248981343073306,113.11428274163976,98.96308442382079,79.80055241533974,185.02985074672074,0.1789922000000388,19,46.91996104717255
