case,seed,scenario,method,severity,false_peak_correlation,parameters,validation_mae_ns,training_seconds,inference_ms_per_link,pf_ms_per_update,total_ms_per_update,resample_count,tof_mae_ns,tof_rmse_ns,tof_median_ae_ns,tof_p90_ae_ns,tracking_rmse_cm,tracking_mae_cm,tracking_median_cm,tracking_p90_cm,confidence_ece,confidence_brier,corruption_auroc,corruption_auprc,ablation,outlier_probability_brier,outlier_probability_auroc,outlier_probability_auprc
1,11,nlos1,U-Fuse + equal PF,1.0,0.5,320177,0.5857090950012207,17.837095305000048,0.19309404374988995,0.1591256500006466,1.3176899124999863,80,2.2148211002349854,5.315075874328613,0.2821253538131714,9.385830879211426,9.818448064863011,8.328175421611759,7.635864082915261,14.92747171480814,0.15760953379794954,0.13941070112128726,0.8967187499999999,0.740775816293404,full,0.09919161769633174,0.9481562499999999,0.8440997241736291
1,11,nlos1,U-FusePF proposed,1.0,0.5,320177,0.5857090950012207,17.837095305000048,0.19309404374988995,0.24422006249835704,1.4027843249976968,80,2.2148211002349854,5.315075874328613,0.2821253538131714,9.385830879211426,7.441356544802563,6.371662434121261,5.980917511200923,11.787055273587823,0.15760953379794954,0.13941070112128726,0.8967187499999999,0.740775816293404,full,0.09919161769633174,0.9481562499999999,0.8440997241736291
1,11,outlier,Official CIR-CNN + repository PF,1.0,0.5,143597,0.38076654076576233,3.5773196630000257,0.10974851875005243,0.23152870886129862,0.8900198213616132,79,1.3019626140594482,3.382108211517334,0.3306191563606262,1.8048211336135864,17.872276214177056,14.373091759622572,11.27824820069826,25.849933410698018,0.04141718149185181,0.15405914279736876,0.5,0.11458333333333333,full,,,
1,11,outlier,Official Variance-CNN + repository PF,1.0,0.5,143597,0.5448880791664124,3.7443133399999624,0.1305466020833516,0.22650606329195017,1.0097856757920598,79,1.796148657798767,4.64686393737793,0.2196662425994873,3.5624988079071045,22.702356704298904,18.368788795650755,15.021325385124584,35.352872004087196,0.09339067141215007,0.20995444526266904,0.5,0.11458333333333333,full,,,
1,11,outlier,Official CIR-CNN + stabilized equal PF,1.0,0.5,143597,0.38076654076576233,3.5773196630000257,0.10974851875005243,0.23223151250135743,0.890722625001672,80,1.3019626140594482,3.382108211517334,0.3306191563606262,1.8048211336135864,12.479147096246972,10.249170021616942,8.784077395219258,19.499695831900244,0.04141718149185181,0.15405914279736876,0.5,0.11458333333333333,full,,,
1,11,outlier,Official Variance-CNN + stabilized equal PF,1.0,0.5,143597,0.5448880791664124,3.7443133399999624,0.1305466020833516,0.16848638749991096,0.9517660000000205,80,1.796148657798767,4.64686393737793,0.2196662425994873,3.5624988079071045,16.181801382462808,12.831760087199113,9.088381921484373,25.34615559888852,0.09339067141215007,0.20995444526266904,0.5,0.11458333333333333,full,,,
1,11,outlier,U-Fuse + equal PF,1.0,0.5,320177,0.5857090950012207,17.837095305000048,0.33237427708362094,0.21234579999998004,2.206591462501706,80,1.4189224243164062,3.8705930709838867,0.2525210380554199,2.365741729736328,10.873208964059327,8.961675673822597,7.501568802921618,17.57837865963974,0.16873089677343767,0.1315882787081113,0.9431016042780749,0.7237640219019496,full,0.07804942723168172,0.9492620320855615,0.7474556918678168
1,11,outlier,U-FusePF proposed,1.0,0.5,320177,0.5857090950012207,17.837095305000048,0.33237427708362094,0.24024393750039508,2.234489600002121,80,1.4189224243164062,3.8705930709838867,0.2525210380554199,2.365741729736328,7.136410104657363,5.942734328256383,4.485471061912792,12.066798996805437,0.16873089677343767,0.1315882787081113,0.9431016042780749,0.7237640219019496,full,0.07804942723168172,0.9492620320855615,0.7474556918678168
1,11,dropout,Official CIR-CNN + repository PF,1.0,0.5,143597,0.38076654076576233,3.5773196630000257,0.0716833979168996,0.16111455696301175,0.5912149444644093,79,1.6253961324691772,4.21539831161499,0.3543989658355713,3.2744462490081787,22.518381299333374,16.787463674783478,13.00736880901402,33.6779265559851,0.008582818508148238,0.18116741272725462,0.5,0.19791666666666666,full,,,
1,11,dropout,Official Variance-CNN + repository PF,1.0,0.5,143597,0.5448880791664124,3.7443133399999624,0.0683751041667809,0.14356267088490463,0.55381329588559,79,3.3427536487579346,7.2220540046691895,0.29047340154647827,15.610740661621094,24.36915596299201,20.31180912500531,16.72825126457897,39.46159084579565,0.16422400474548338,0.25446950415762115,0.5,0.19791666666666666,full,,,
1,11,dropout,Official CIR-CNN + stabilized equal PF,1.0,0.5,143597,0.38076654076576233,3.5773196630000257,0.0716833979168996,0.1734628625001733,0.6035632500015709,80,1.6253961324691772,4.21539831161499,0.3543989658355713,3.2744462490081787,14.759691422459378,11.38686298953103,8.631856050289736,22.696967733608744,0.008582818508148238,0.18116741272725462,0.5,0.19791666666666666,full,,,
1,11,dropout,Official Variance-CNN + stabilized equal PF,1.0,0.5,143597,0.5448880791664124,3.7443133399999624,0.0683751041667809,0.15589667500250926,0.5661473000031947,80,3.3427536487579346,7.2220540046691895,0.29047340154647827,15.610740661621094,16.216123055200757,13.013649882170512,9.338763126277854,24.78069882513457,0.16422400474548338,0.25446950415762115,0.5,0.19791666666666666,full,,,
1,11,dropout,U-Fuse + equal PF,1.0,0.5,320177,0.5857090950012207,17.837095305000048,0.2534041437504205,0.1449656999994886,1.6653905625020116,80,1.8807814121246338,4.168524742126465,0.30200690031051636,7.26838493347168,12.282448979441678,9.91225750006168,7.59901156905651,19.05876524173174,0.2071615601889789,0.1117055975696984,1.0,1.0,full,0.07594980518223397,0.9839781271360218,0.9739491038798488
